study,subject,Age,Sex,Averagefrequencyviolence,Gameplayed,VorNV,Score,Selfscore,Kinsey,Relationshipstatus,lengthofrelationship,ageofpartner,MV1Total,MV2Average,SGAAverage,HostilityTotal,SOIRTOTAL,Removedata,Rank,TotalSTScore,TotalLTScore
Gaming_manipulation,985808374,33,Male,18.8,moremindlessviolence.html,V,5,4,2,"In a long-term monogamous relationship eg. married, partnered",2-5 years,A little younger,24,4.818181818,1,7,61,No,,,
Gaming_manipulation,106185482,22,Male,29.2,perfectbalance.html,NV,1111,2,1,In an open relationship/casually dating,2-5 years,Younger,20,5,3.333333333,6,18,No,,,
Gaming_manipulation,114232863,27,Male,32.2,gunblood.html,V,482,4,1,"In a long-term monogamous relationship eg. married, partnered",Under one year,Younger,27,5.909090909,5,6,71,No,,,
Gaming_manipulation,13237425,26,Male,26,moremindlessviolence.html,V,3,2,1,"In a long-term monogamous relationship eg. married, partnered",6-10 years,About the same age,21,4.818181818,3.333333333,6,64,No,,,
Gaming_manipulation,140206032,26,Male,20.8,deanimator.html,V,35,5,1,Single,1-2 years,A little older,22,4.5,5.333333333,6,42,No,,,
Gaming_manipulation,150913179,34,Male,16.4,pongnop.html,NV,912,4,1,In an open relationship/casually dating,2-5 years,Younger,22,5.090909091,4.333333333,6,15,No,,,
Gaming_manipulation,154351713,35,Male,12,gunblood.html,V,109,6,1,"In a long-term monogamous relationship eg. married, partnered",11-20 years,About the same age,16,3.181818182,3.666666667,6,23,No,,,
Gaming_manipulation,158625119,25,Male,11.2,bubbleshooter.html,NV,5940,6,1,"In a long-term monogamous relationship eg. married, partnered",Under one year,About the same age,25,4.545454545,1.666666667,6,12,No,,,
Gaming_manipulation,159957043,28,Male,23.6,gunblood.html,V,87,1,1,Single,Under one year,A little younger,15,4.909090909,3.333333333,6,54,No,,,
Gaming_manipulation,164770052,40,Male,17.75,deanimator.html,V,38,6,1,"In a long-term monogamous relationship eg. married, partnered",11-20 years,Younger,28,5.409090909,4.666666667,6,32,No,,,
Gaming_manipulation,172818659,38,Male,14.6,pongnop.html,NV,350,4,1,Single,Under one year,Younger,19,5.181818182,5,6,59,No,,,
Gaming_manipulation,176561196,33,Male,19.6,bubbleshooter.html,NV,1650,4,1,"In a long-term monogamous relationship eg. married, partnered",11-20 years,About the same age,21,3.318181818,1,8,33,No,,,
Gaming_manipulation,182014937,29,Male,0,moremindlessviolence.html,V,2,6,1,"In a long-term monogamous relationship eg. married, partnered",2-5 years,A little younger,27,4.772727273,2.333333333,6,24,No,,,
Gaming_manipulation,186139181,29,Male,32.33333333,pongnop.html,NV,1127,4,1,"In a long-term monogamous relationship eg. married, partnered",6-10 years,A little younger,21,4.136363636,4,6,37,No,,,
Gaming_manipulation,188576354,30,Male,23.4,perfectbalance.html,NV,,4,1,Single, , ,16,3.227272727,2.333333333,6,26,No,,,
Gaming_manipulation,198893156,19,Male,17.8,gunblood.html,V,247,5,1,Single, , ,19,4,4,7,26,No,,,
Gaming_manipulation,201835329,20,Male,19.2,deanimator.html,V,58,6,1,"In a long-term monogamous relationship eg. married, partnered",2-5 years,About the same age,26,5.772727273,4.333333333,6,46,No,,,
Gaming_manipulation,20354741,40,Male,27,deanimator.html,V,7,6,1,Single,20+ years,About the same age,11,3.045454545,4.333333333,7,21,No,,,
Gaming_manipulation,204223164,21,Male,7,pongnop.html,NV,863,5,1,Recently single/divorced/separated,6-10 years,Much younger,26,4.954545455,6,6,62,No,,,
Gaming_manipulation,204431744,20,Male,9,deanimator.html,V,0,1,1,Single, , ,16,2.227272727,4.333333333,6,55,Yes,,,
Gaming_manipulation,205440386,27,Male,16,gunblood.html,V,37,4,1,Single, , ,16,3.863636364,3.666666667,13,43,No,,,
Gaming_manipulation,212663422,27,Male,8.8,deanimator.html,V,342,7,1,"In a long-term monogamous relationship eg. married, partnered",2-5 years,A little younger,21,4.5,3,9,38,No,,,
Gaming_manipulation,215721582,68,Male,0,deanimator.html,V,26,4,1,"In a long-term monogamous relationship eg. married, partnered",20+ years,About the same age,18,3.136363636,2,6,21,No,,,
Gaming_manipulation,239494936,30,Male,21,pongnop.html,NV,1317,4,1,Single, , ,15,3.318181818,2.333333333,6,39,No,,,
Gaming_manipulation,240547426,31,Male,21.66666667,moremindlessviolence.html,V,5,4,1,"In a long-term monogamous relationship eg. married, partnered",2-5 years,About the same age,20,2.545454545,3.333333333,6,40,No,,,
Gaming_manipulation,241841987,32,Male,19.5,deanimator.html,V,80,5,1,Single,Under one year,About the same age,13,2.954545455,1,6,20,No,,,
Gaming_manipulation,242908539,35,Male,13.4,gunblood.html,V,78,4,1,"In a long-term monogamous relationship eg. married, partnered",11-20 years,A little younger,19,4.227272727,4.666666667,6,44,No,,,
Gaming_manipulation,248878082,45,Male,23.2,gunblood.html,V,17,4,1,"In a long-term monogamous relationship eg. married, partnered",11-20 years,A little younger,13,2.818181818,3.666666667,6,19,No,,,
Gaming_manipulation,249794658,24,Male,20,bubbleshooter.html,NV,770,2,1,Single, , ,13,3.045454545,4,11,59,No,,,
Gaming_manipulation,25396119,28,Male,9.8,gunblood.html,V,55,2,1,Single,Under one year,A little younger,16,4.409090909,4,10,57,No,,,
Gaming_manipulation,254911357,32,Male,14.2,gunblood.html,V,100,4,1,Single,Under one year,About the same age,19,4.090909091,2.666666667,9,32,No,,,
Gaming_manipulation,255143602,31,Male,22.4,pongnop.html,NV,1825,6,1,"In a long-term monogamous relationship eg. married, partnered",2-5 years,A little younger,27,5.045454545,5.333333333,8,53,No,,,
Gaming_manipulation,282110721,20,Male,42,gunblood.html,V,100,5,1,Single, , ,25,4.272727273,5,6,24,No,,,
Gaming_manipulation,284458705,32,Male,26.8,bubbleshooter.html,NV,100,6,1,Single, , ,26,5.181818182,3,6,71,No,,,
Gaming_manipulation,287296695,39,Male,25,bubbleshooter.html,NV,3450,5,1,"In a long-term monogamous relationship eg. married, partnered",2-5 years,A little younger,23,5.5,5,7,32,No,,,
Gaming_manipulation,28797785,39,Male,17.2,bubbleshooter.html,NV,1280,4,1,"In a long-term monogamous relationship eg. married, partnered",11-20 years,About the same age,19,3.636363636,1,6,33,No,,,
Gaming_manipulation,303883524,24,Male,25.5,perfectbalance.html,NV,996,4,1,"In a long-term monogamous relationship eg. married, partnered",6-10 years,About the same age,26,5.909090909,5,6,54,No,,,
Gaming_manipulation,307093521,32,Male,16.4,pongnop.html,NV,752,4,1,"In a long-term monogamous relationship eg. married, partnered",1-2 years,About the same age,24,4.772727273,7,10,40,No,,,
Gaming_manipulation,310815086,22,Male,28,bubbleshooter.html,NV,4470,4,1,In an open relationship/casually dating,Under one year,A little younger,20,3.5,2.666666667,6,26,No,,,
Gaming_manipulation,314412717,35,Male,2.5,moremindlessviolence.html,V,1,1,1,"In a long-term monogamous relationship eg. married, partnered",2-5 years,Much older,20,2.909090909,6,7,69,No,,,
Gaming_manipulation,318203755,24,Male,27.4,perfectbalance.html,NV,3208,7,1,Single,Under one year,Younger,28,5.954545455,7,6,58,No,,,
Gaming_manipulation,319237720,31,Male,6.2,moremindlessviolence.html,V,4,1,1,Single, , ,10,3.545454545,1,6,41,No,,,
Gaming_manipulation,321636455,36,Male,28,gunblood.html,V,48,3,1,"In a long-term monogamous relationship eg. married, partnered",1-2 years,Younger,22,4.363636364,5.333333333,8,34,No,,,
Gaming_manipulation,3242173,34,Male,26.4,pongnop.html,NV,1500,6,1,"In a long-term monogamous relationship eg. married, partnered",6-10 years,A little younger,25,5.045454545,1,12,30,No,,,
Gaming_manipulation,327714335,35,Male,22.2,deanimator.html,V,4,4,1,"In a long-term monogamous relationship eg. married, partnered",11-20 years,About the same age,22,5.227272727,1,6,9,No,,,
Gaming_manipulation,335752462,36,Male,7.4,pongnop.html,NV,1338,4,1,Single, , ,20,4.363636364,4.666666667,6,70,No,,,
Gaming_manipulation,337513408,49,Male,31,gunblood.html,V,55,2,1,Single,Under one year,About the same age,27,6.045454545,2,6,19,No,,,
Gaming_manipulation,347609697,22,Male,23.2,gunblood.html,V,12,1,1,Single,Under one year,About the same age,14,3.045454545,3.666666667,14,34,No,,,
Gaming_manipulation,348555897,30,Male,32.4,gunblood.html,V,90,6,1,"In a long-term monogamous relationship eg. married, partnered",2-5 years,A little younger,27,5.409090909,6,6,62,No,,,
Gaming_manipulation,350436288,20,Male,24.66666667,perfectbalance.html,NV,983,3,1,"In a long-term monogamous relationship eg. married, partnered",1-2 years,A little younger,22,4.181818182,5.333333333,7,17,No,,,
Gaming_manipulation,350837608,21,Male,30,perfectbalance.html,NV,1000,7,1,Single,Under one year,About the same age,25,4.727272727,5.333333333,6,21,No,,,
Gaming_manipulation,3514616,21,Male,21.4,bubbleshooter.html,NV,4600,4,1,"In a long-term monogamous relationship eg. married, partnered",2-5 years,About the same age,17,4.636363636,5.333333333,7,25,No,,,
Gaming_manipulation,358934202,29,Male,13.66666667,bubbleshooter.html,NV,1000,5,1,"In a long-term monogamous relationship eg. married, partnered",2-5 years,A little younger,22,4.818181818,4,6,31,No,,,
Gaming_manipulation,364479873,34,Male,42,bubbleshooter.html,NV,2100,3,1,"In a long-term monogamous relationship eg. married, partnered",1-2 years,Younger,22,4.863636364,5.666666667,6,49,Yes,,,
Gaming_manipulation,371121837,29,Male,28.2,pongnop.html,NV,300,4,1,In an open relationship/casually dating,1-2 years,About the same age,21,3.681818182,3.666666667,6,62,No,,,
Gaming_manipulation,375641222,36,Male,6.2,pongnop.html,NV,611,2,1,Single, , ,4,1.727272727,3.333333333,6,45,No,,,
Gaming_manipulation,376018105,19,Male,22.6,gunblood.html,V,201,5,1,Single, , ,27,5.181818182,6.333333333,7,23,No,,,
Gaming_manipulation,384735181,31,Male,12.6,pongnop.html,NV,1240,6,1,In an open relationship/casually dating,6-10 years,About the same age,22,6.227272727,7,6,37,No,,,
Gaming_manipulation,387576625,27,Male,28.4,pongnop.html,NV,1709,6,1,"In a long-term monogamous relationship eg. married, partnered",1-2 years,A little younger,27,5.090909091,2.333333333,6,57,No,,,
Gaming_manipulation,390272903,23,Male,21.8,moremindlessviolence.html,V,3,4,1,Single, , ,10,2.227272727,4,14,15,No,,,
Gaming_manipulation,393762955,22,Male,14.33333333,perfectbalance.html,NV,1003,4,1,"In a long-term monogamous relationship eg. married, partnered",6-10 years,A little younger,17,4.181818182,5,6,11,No,,,
Gaming_manipulation,394280205,33,Male,11.8,gunblood.html,V,36,4,1,"In a long-term monogamous relationship eg. married, partnered",11-20 years,A little younger,20,4.909090909,3.333333333,6,27,No,,,
Gaming_manipulation,398247240,44,Male,4,gunblood.html,V,81,3,1,"In a long-term monogamous relationship eg. married, partnered",2-5 years,Younger,20,3.954545455,2,7,29,No,,,
Gaming_manipulation,399428667,34,Male,9.333333333,moremindlessviolence.html,V,1,1,1,Single, , ,24,4.727272727,2,6,51,No,,,
Gaming_manipulation,401034326,37,Male,10.4,perfectbalance.html,NV,2016,4,1,"In a long-term monogamous relationship eg. married, partnered",11-20 years,A little younger,20,3.181818182,3,6,13,No,,,
Gaming_manipulation,405146050,33,Male,49,pongnop.html,NV,1789,7,1,Single, , ,10,2.772727273,1,6,53,No,,,
Gaming_manipulation,4100844,55,Male,9,pongnop.html,NV,0,1,1,Single,Under one year, ,16,3.136363636,1.333333333,6,46,Yes,,,
Gaming_manipulation,412446139,31,Male,0,moremindlessviolence.html,V,2,1,1,"In a long-term monogamous relationship eg. married, partnered",6-10 years,About the same age,20,4.409090909,1,6,16,No,,,
Gaming_manipulation,413409412,42,Male,17.66666667,pongnop.html,NV,3000,6,1,"In a long-term monogamous relationship eg. married, partnered",11-20 years,A little younger,19,5.136363636,4.666666667,7,46,No,,,
Gaming_manipulation,414329541,33,Male,22,deanimator.html,V,101,5,1,"In a long-term monogamous relationship eg. married, partnered",6-10 years,A little younger,23,5.181818182,5,7,34,No,,,
Gaming_manipulation,4151943,22,Male,20.2,perfectbalance.html,NV,3853,4,1,"In a long-term monogamous relationship eg. married, partnered",2-5 years,About the same age,24,5.181818182,2.666666667,7,35,No,,,
Gaming_manipulation,417221239,28,Male,13,moremindlessviolence.html,V,23,2,1,"In a long-term monogamous relationship eg. married, partnered",2-5 years,About the same age,23,4.090909091,3,7,48,No,,,
Gaming_manipulation,41774221,44,Male,14,deanimator.html,V,6,2,1,"In a long-term monogamous relationship eg. married, partnered",6-10 years,A little younger,21,4.727272727,5,6,46,No,,,
Gaming_manipulation,428157830,20,Male,2.5,perfectbalance.html,NV,1000,4,1,In an open relationship/casually dating,Under one year,About the same age,19,4.909090909,3.333333333,6,31,No,,,
Gaming_manipulation,429813307,23,Male,18,pongnop.html,NV,1185,5,1,Single,Under one year, ,12,3.545454545,3.666666667,6,49,No,,,
Gaming_manipulation,442452198,46,Male,15,moremindlessviolence.html,V,19,3,1,"In a long-term monogamous relationship eg. married, partnered",11-20 years,A little older,14,3.227272727,2.666666667,8,22,No,,,
Gaming_manipulation,446203397,20,Male,24.4,bubbleshooter.html,NV,2700,4,1,In an open relationship/casually dating,Under one year,About the same age,21,4.272727273,3.333333333,6,47,No,,,
Gaming_manipulation,448337047,31,Male,33.2,deanimator.html,V,58,4,1,"In a long-term monogamous relationship eg. married, partnered",6-10 years,About the same age,24,5.454545455,4.666666667,6,55,No,,,
Gaming_manipulation,452496037,24,Male,25.8,moremindlessviolence.html,V,30,3,1,Single,1-2 years,A little younger,24,4.318181818,3.666666667,6,19,No,,,
Gaming_manipulation,459568236,31,Male,33.4,bubbleshooter.html,NV,5000,4,1,Single, , ,14,3.772727273,3,6,24,No,,,
Gaming_manipulation,461478337,40,Male,12.4,bubbleshooter.html,NV,5200,4,1,"In a long-term monogamous relationship eg. married, partnered",11-20 years,About the same age,23,4.272727273,1.666666667,7,40,No,,,
Gaming_manipulation,465554866,25,Male,17.2,pongnop.html,NV,1280,6,1,"In a long-term monogamous relationship eg. married, partnered",2-5 years,About the same age,22,4.863636364,4,6,32,No,,,
Gaming_manipulation,465554866,25,Male,20.8,pongnop.html,NV,1626,7,1,"In a long-term monogamous relationship eg. married, partnered",2-5 years,About the same age,22,4.818181818,3.666666667,6,31,No,,,
Gaming_manipulation,467032921,64,Male,0,moremindlessviolence.html,V,9,2,1,Recently single/divorced/separated,6-10 years,About the same age,18,4.045454545,6.333333333,6,48,No,,,
Gaming_manipulation,468588464,43,Male,18.6,gunblood.html,V,0,1,1,"In a long-term monogamous relationship eg. married, partnered",20+ years,Younger,22,4.272727273,2.333333333,6,29,Yes,,,
Gaming_manipulation,469331974,46,Male,11.5,deanimator.html,V,27,2,1,"In a long-term monogamous relationship eg. married, partnered",11-20 years,About the same age,10,3.636363636,1,6,20,No,,,
Gaming_manipulation,475208076,30,Male,15.6,bubbleshooter.html,NV,8120,3,1,"In a long-term monogamous relationship eg. married, partnered",2-5 years,A little younger,19,4.681818182,4,6,41,No,,,
Gaming_manipulation,486603640,23,Male,15,pongnop.html,NV,1504,4,1,"In a long-term monogamous relationship eg. married, partnered",1-2 years,About the same age,22,6.090909091,1.666666667,6,43,No,,,
Gaming_manipulation,489155926,31,Male,15.2,perfectbalance.html,NV,3307,2,1,Single,Under one year,About the same age,21,5,4.333333333,6,56,Yes,,,
Gaming_manipulation,490320301,24,Male,32.33333333,pongnop.html,NV,1309,5,1,Single, , ,24,3.863636364,2.333333333,6,23,No,,,
Gaming_manipulation,491453102,35,Male,9,moremindlessviolence.html,V,2,3,1,Single, , ,12,3.318181818,4,6,36,No,,,
Gaming_manipulation,500356500,23,Male,27.2,gunblood.html,V,3203,4,1,Single,Under one year,About the same age,22,4.636363636,4,6,67,No,,,
Gaming_manipulation,500555759,28,Male,12,moremindlessviolence.html,V,1,1,1,Single, , ,10,2.590909091,1.333333333,11,21,No,,,
Gaming_manipulation,519088305,37,Male,9.8,bubbleshooter.html,NV,2710,4,1,"In a long-term monogamous relationship eg. married, partnered",6-10 years,A little younger,22,4.181818182,4.666666667,6,37,Yes,,,
Gaming_manipulation,522530070,40,Male,15.4,deanimator.html,V,34,6,1,Single, , ,16,2.818181818,1.333333333,6,53,No,,,
Gaming_manipulation,524625705,40,Male,13.4,bubbleshooter.html,NV,255,4,1,"In a long-term monogamous relationship eg. married, partnered",11-20 years,About the same age,24,4.772727273,2.333333333,6,62,Yes,,,
Gaming_manipulation,526944148,20,Male,20.66666667,gunblood.html,V,100,4,1,Single, , ,19,4,5,14,46,No,,,
Gaming_manipulation,532560310,29,Male,17,pongnop.html,NV,1556,4,1,Single, , ,16,4.409090909,4,6,12,No,,,
Gaming_manipulation,535411674,29,Male,12,bubbleshooter.html,NV,0,1,1,Single, , ,4,2.136363636,1,7,25,Yes,,,
Gaming_manipulation,536210139,32,Male,15.66666667,perfectbalance.html,NV,1300,2,1,"In a long-term monogamous relationship eg. married, partnered",2-5 years,A little younger,9,3.454545455,3,6,13,No,,,
Gaming_manipulation,542151552,26,Male,8.333333333,bubbleshooter.html,NV,10280,4,1,Recently single/divorced/separated,1-2 years,Younger,15,4.909090909,4.666666667,8,44,No,,,
Gaming_manipulation,544702785,32,Male,30.66666667,moremindlessviolence.html,V,5,4,1,Single, , ,13,3.318181818,4.333333333,6,20,No,,,
Gaming_manipulation,546373348,24,Male,21,pongnop.html,NV,9000,3,1,Recently single/divorced/separated,11-20 years,About the same age,21,4.045454545,2,6,37,No,,,
Gaming_manipulation,547853897,21,Male,12.33333333,deanimator.html,V,59,5,1,"In a long-term monogamous relationship eg. married, partnered",6-10 years,About the same age,18,3.954545455,2.333333333,9,49,No,,,
Gaming_manipulation,565413585,45,Male,11,moremindlessviolence.html,V,1,4,1,Single,1-2 years, ,11,3.363636364,4.666666667,7,46,No,,,
Gaming_manipulation,568227291,23,Male,11.6,perfectbalance.html,NV,3000,4,1,Single,1-2 years,About the same age,23,5.272727273,5.333333333,6,46,No,,,
Gaming_manipulation,574554824,25,Male,21.6,perfectbalance.html,NV,4635,3,1,Single, , ,20,3.909090909,3.666666667,11,22,No,,,
Gaming_manipulation,579988441,23,Male,4.8,moremindlessviolence.html,V,2,1,1,"In a long-term monogamous relationship eg. married, partnered",1-2 years,A little older,21,4.863636364,3.666666667,7,35,No,,,
Gaming_manipulation,581635034,24,Male,18.2,pongnop.html,NV,0,1,1,In an open relationship/casually dating,1-2 years,A little younger,22,5.272727273,5.333333333,8,37,Yes,,,
Gaming_manipulation,581742472,34,Male,14.8,moremindlessviolence.html,V,67,6,1,Recently single/divorced/separated, ,A little younger,18,5,1.333333333,6,55,No,,,
Gaming_manipulation,590822018,30,Male,32.5,perfectbalance.html,NV,1000,4,1,Single, , ,8,2.772727273,5.333333333,6,34,No,,,
Gaming_manipulation,591401282,24,Male,0,moremindlessviolence.html,V,8,3,1,Single, , ,19,4.772727273,3.666666667,6,53,No,,,
Gaming_manipulation,591956001,31,Male,17.2,pongnop.html,NV,1052,5,1,Single, , ,20,5.181818182,1,9,59,No,,,
Gaming_manipulation,600306201,25,Male,7.8,deanimator.html,V,38,5,1,Single, , ,16,2.727272727,3.666666667,6,25,No,,,
Gaming_manipulation,600838762,25,Male,18.8,pongnop.html,NV,1892,6,1,"In a long-term monogamous relationship eg. married, partnered",6-10 years,About the same age,25,5.318181818,5,6,29,No,,,
Gaming_manipulation,604308682,32,Male,27,gunblood.html,V,19,2,1,"In a long-term monogamous relationship eg. married, partnered",11-20 years,A little younger,19,4.409090909,4.333333333,8,25,No,,,
Gaming_manipulation,61018126,21,Male,15,deanimator.html,V,17,5,1,In an open relationship/casually dating,1-2 years,A little younger,18,4.681818182,5.333333333,7,50,No,,,
Gaming_manipulation,611697280,36,Male,13.8,deanimator.html,V,0,2,1,"In a long-term monogamous relationship eg. married, partnered",2-5 years,A little older,25,5.409090909,6,6,30,No,,,
Gaming_manipulation,614465947,24,Male,20,bubbleshooter.html,NV,2910,4,1,"In a long-term monogamous relationship eg. married, partnered",1-2 years,A little younger,18,4.318181818,4.333333333,6,13,No,,,
Gaming_manipulation,622766503,21,Male,17.4,moremindlessviolence.html,V,2,3,1,"In a long-term monogamous relationship eg. married, partnered",2-5 years,About the same age,26,5,6,6,53,No,,,
Gaming_manipulation,641216336,40,Male,16,deanimator.html,V,46,6,1,Single, , ,23,3.727272727,2.666666667,6,55,No,,,
Gaming_manipulation,641990772,19,Male,16,gunblood.html,V,91,5,1,Single, ,Younger,24,4.818181818,5,7,47,No,,,
Gaming_manipulation,643417409,25,Male,29.2,bubbleshooter.html,NV,2180,2,1,Single, , ,7,2.409090909,1.333333333,6,45,No,,,
Gaming_manipulation,654681719,25,Male,13.8,perfectbalance.html,NV,3290,4,1,Single, , ,12,3.272727273,3.333333333,9,42,No,,,
Gaming_manipulation,656681611,34,Male,14,bubbleshooter.html,NV,100,4,1,"In a long-term monogamous relationship eg. married, partnered",1-2 years,A little younger,19,4.318181818,1.666666667,6,51,No,,,
Gaming_manipulation,658397925,38,Male,28,pongnop.html,NV,772,4,1,Single,Under one year,About the same age,24,4.545454545,3.666666667,13,32,No,,,
Gaming_manipulation,661197990,36,Male,0,moremindlessviolence.html,V,1,2,1,"In a long-term monogamous relationship eg. married, partnered",1-2 years,A little younger,27,5.181818182,3,6,57,No,,,
Gaming_manipulation,666747927,42,Male,28.6,bubbleshooter.html,NV,99999,2,1,"In a long-term monogamous relationship eg. married, partnered",11-20 years,A little older,27,3.863636364,4.333333333,6,58,No,,,
Gaming_manipulation,671973240,24,Male,17,bubbleshooter.html,NV,4360,6,1,Single, , ,14,2.818181818,4.333333333,11,29,No,,,
Gaming_manipulation,676627187,18,Male,26.6,deanimator.html,V,60,6,1,"In a long-term monogamous relationship eg. married, partnered",Under one year,About the same age,20,4.363636364,4.333333333,8,33,No,,,
Gaming_manipulation,679114239,31,Male,29.4,perfectbalance.html,NV,3447,5,1,"In a long-term monogamous relationship eg. married, partnered",6-10 years,About the same age,25,4.454545455,4.666666667,19,44,No,,,
Gaming_manipulation,682186513,29,Male,5.5,pongnop.html,NV,1514,5,1,Single,Under one year,About the same age,21,4.318181818,3,6,14,No,,,
Gaming_manipulation,683080279,19,Male,28,deanimator.html,V,41,4,1,Single, , ,21,4.727272727,3.666666667,7,48,No,,,
Gaming_manipulation,683714426,34,Male,12.6,deanimator.html,V,102,6,1,Single, , ,13,3.727272727,2.333333333,7,23,No,,,
Gaming_manipulation,685388444,39,Male,16.6,perfectbalance.html,NV,1080,3,1,"In a long-term monogamous relationship eg. married, partnered",11-20 years,About the same age,17,4.409090909,2.666666667,6,43,No,,,
Gaming_manipulation,696792332,39,Male,0,bubbleshooter.html,NV,6650,4,1,Single, , ,16,4.5,1,6,43,No,,,
Gaming_manipulation,698672703,57,Male,19.66666667,deanimator.html,V,3,2,1,"In a long-term monogamous relationship eg. married, partnered",6-10 years,A little younger,19,5.136363636,6,6,32,No,,,
Gaming_manipulation,699946211,23,Male,6,gunblood.html,V,175,4,1,"In a long-term monogamous relationship eg. married, partnered",2-5 years,A little younger,24,4.636363636,6.333333333,9,38,No,,,
Gaming_manipulation,714166342,27,Male,23,moremindlessviolence.html,V,0,1,1,In an open relationship/casually dating,2-5 years,A little younger,23,5.136363636,5,9,48,Yes,,,
Gaming_manipulation,717134059,24,Male,12.6,moremindlessviolence.html,V,45,6,1,"In a long-term monogamous relationship eg. married, partnered",6-10 years,About the same age,22,3.818181818,2.333333333,6,27,No,,,
Gaming_manipulation,719117931,19,Male,7.333333333,moremindlessviolence.html,V,1,3,1,Single, , ,13,2.863636364,4.666666667,6,34,No,,,
Gaming_manipulation,719117931,19,Male,5,gunblood.html,V,24,4,1,Single, , ,13,3.227272727,5,6,40,No,,,
Gaming_manipulation,719755652,23,Male,16,deanimator.html,V,13,5,1,"In a long-term monogamous relationship eg. married, partnered",6-10 years,Younger,24,5.409090909,5.666666667,6,18,No,,,
Gaming_manipulation,72269043,25,Male,11,bubbleshooter.html,NV,3520,4,1,Single, , ,22,4.636363636,6.666666667,6,61,No,,,
Gaming_manipulation,735140786,24,Male,16.5,perfectbalance.html,NV,1000,1,1,Single, , ,4,4.136363636,3.333333333,9,53,No,,,
Gaming_manipulation,746164610,24,Male,23.4,bubbleshooter.html,NV,8880,5,1,"In a long-term monogamous relationship eg. married, partnered",1-2 years,A little younger,17,4.363636364,4.666666667,13,62,No,,,
Gaming_manipulation,758843162,20,Male,18.66666667,perfectbalance.html,NV,1087,2,1,Single, , ,18,4.863636364,3.666666667,6,45,No,,,
Gaming_manipulation,760213214,18,Male,16,pongnop.html,NV,0,1,1,Single,1-2 years,About the same age,20,4.772727273,2.333333333,6,40,Yes,,,
Gaming_manipulation,76039417,26,Male,24,moremindlessviolence.html,V,5620,3,1,"In a long-term monogamous relationship eg. married, partnered",2-5 years,About the same age,24,4.318181818,5,7,36,No,,,
Gaming_manipulation,772567530,55,Male,5,perfectbalance.html,NV,2053,3,1,Single, , ,15,2.227272727,1,6,47,No,,,
Gaming_manipulation,779049833,48,Male,10.5,pongnop.html,NV,350,4,1,"In a long-term monogamous relationship eg. married, partnered",20+ years,About the same age,24,5.5,5,6,13,No,,,
Gaming_manipulation,781383386,25,Male,31.6,perfectbalance.html,NV,1260,3,1,Single,Under one year,About the same age,16,3.5,4,6,43,No,,,
Gaming_manipulation,782935228,25,Male,7,gunblood.html,V,57,3,1,Single, , ,4,1.681818182,5.333333333,24,55,No,,,
Gaming_manipulation,794153652,24,Male,5.5,deanimator.html,V,28,5,1,In an open relationship/casually dating,1-2 years,A little younger,18,4.636363636,5,12,27,No,,,
Gaming_manipulation,797558949,29,Male,27.8,moremindlessviolence.html,V,4,2,1,"In a long-term monogamous relationship eg. married, partnered",6-10 years,About the same age,22,4.636363636,1.666666667,6,39,No,,,
Gaming_manipulation,799213171,23,Male,11.6,perfectbalance.html,NV,1511,3,1,"In a long-term monogamous relationship eg. married, partnered",1-2 years,About the same age,23,6.045454545,6,6,46,No,,,
Gaming_manipulation,800526192,40,Male,4.75,deanimator.html,V,66,6,1,"In a long-term monogamous relationship eg. married, partnered",11-20 years,About the same age,21,5,5,8,33,No,,,
Gaming_manipulation,80178137,41,Male,8.8,moremindlessviolence.html,V,1,2,1,Single,Under one year,About the same age,24,5.318181818,5.333333333,6,41,No,,,
Gaming_manipulation,80182720,21,Male,12,deanimator.html,V,10,2,1,"In a long-term monogamous relationship eg. married, partnered",Under one year,About the same age,18,3.727272727,2,8,17,Yes,,,
Gaming_manipulation,805061461,27,Male,5,deanimator.html,V,16,4,1,"In a long-term monogamous relationship eg. married, partnered",2-5 years,Much younger,25,5.227272727,1,6,51,No,,,
Gaming_manipulation,805105100,22,Male,23,moremindlessviolence.html,V,20,4,1,"In a long-term monogamous relationship eg. married, partnered",2-5 years,About the same age,24,4.727272727,3.666666667,6,28,No,,,
Gaming_manipulation,805218182,33,Male,24.4,pongnop.html,NV,1500,6,1,Single, , ,8,3.227272727,3.333333333,6,28,No,,,
Gaming_manipulation,80605274,29,Male,13,moremindlessviolence.html,V,1,2,1,"In a long-term monogamous relationship eg. married, partnered",1-2 years,Older,20,5,3,7,39,No,,,
Gaming_manipulation,81766037,35,Male,27.6,moremindlessviolence.html,V,3,3,1,Single, , ,12,2.454545455,5,6,33,No,,,
Gaming_manipulation,819426550,24,Male,16.2,perfectbalance.html,NV,4528,5,1,"In a long-term monogamous relationship eg. married, partnered",Under one year,A little younger,19,3.909090909,3.666666667,7,18,No,,,
Gaming_manipulation,827124473,23,Male,16.6,gunblood.html,V,116,5,1,"In a long-term monogamous relationship eg. married, partnered",Under one year,A little younger,28,6.454545455,2.666666667,6,30,No,,,
Gaming_manipulation,827438577,22,Male,21.8,moremindlessviolence.html,V,5,3,1,Single,6-10 years,About the same age,19,4.181818182,4.333333333,11,17,No,,,
