study,subject,Age,Sex,Averagefrequencyviolence,Gameplayed,VorNV,Score,Selfscore,Kinsey,Relationshipstatus,lengthofrelationship,ageofpartner,MV1Total,MV2Average,SGAAverage,HostilityTotal,SOIRTOTAL,Removedata,Rank,TotalSTScore,TotalLTScore
Face_choice,258691412,42,Female,0,perfectbalance.html,NV,974,1,1,"In a long-term monogamous relationship eg. married, partnered",20+ years,A little older,21,4.272727273,6.333333333,1,41,No,,2,3
Face_choice,260063801,34,Female,18.66666667,bubbleshooter.html,NV,1000,4,1,Single, , ,12,3.045454545,1.333333333,1,36,Yes,,1,2
Face_choice,26598265,35,Female,14.8,gunblood.html,V,129,3,1,"In a long-term monogamous relationship eg. married, partnered",11-20 years,A little older,16,3.636363636,3.666666667,1,25,No,,2,3
Face_choice,270592744,61,Female,4.2,gunblood.html,V,20,1,1,Recently single/divorced/separated,6-10 years,A little older,22,4.181818182,2,1,15,No,,1,0
Face_choice,272667852,25,Female,11.2,moremindlessviolence.html,V,2,1,1,"In a long-term monogamous relationship eg. married, partnered",2-5 years,Older,13,2.727272727,1,1,19,No,,0,1
Face_choice,276982447,30,Female,0,moremindlessviolence.html,V,16,2,1,Single, , ,25,4.818181818,6,1,35,No,,5,5
Face_choice,281409314,44,Female,12.6,bubbleshooter.html,NV,11240,4,1,"In a long-term monogamous relationship eg. married, partnered",6-10 years,About the same age,13,2.954545455,3.666666667,1,26,No,,5,3
Face_choice,291782453,31,Female,5.8,bubbleshooter.html,NV,254,4,1,"In a long-term monogamous relationship eg. married, partnered",11-20 years,A little older,21,3.772727273,5.666666667,1,19,No,,4,5
Face_choice,293319237,26,Female,6.6,perfectbalance.html,NV,1351,3,1,"In a long-term monogamous relationship eg. married, partnered",20+ years,A little younger,22,4.772727273,4.333333333,1,22,No,,1,1
Face_choice,293680815,26,Female,15,moremindlessviolence.html,V,4,4,1,"In a long-term monogamous relationship eg. married, partnered",6-10 years,About the same age,20,2.772727273,2,1,25,No,,0,0
Face_choice,294810991,36,Female,12,bubbleshooter.html,NV,0,6,1,Single, , ,24,4.863636364,3.666666667,2,24,Yes,,3,3
Face_choice,311768110,33,Female,25,deanimator.html,V,100,5,1,Single, , ,24,5.727272727,5.666666667,1,72,No,,1,1
Face_choice,317819531,25,Female,6.333333333,gunblood.html,V,98,4,1,"In a long-term monogamous relationship eg. married, partnered",2-5 years,Much older,24,4.818181818,5.666666667,1,22,No,,4,3
Face_choice,320393862,30,Female,9.2,deanimator.html,V,25,4,1,Single, , ,21,5.363636364,4.666666667,1,49,No,,3,3
Face_choice,331555118,33,Female,14.4,pongnop.html,NV,794,3,1,Single,Under one year,About the same age,20,4.590909091,2,1,24,No,,2,3
Face_choice,337441624,46,Female,5.6,bubbleshooter.html,NV,0,1,1,"In a long-term monogamous relationship eg. married, partnered",20+ years,A little younger,24,4.409090909,4,1,11,Yes,,2,4
Face_choice,343629237,29,Female,5,deanimator.html,V,35,4,1,"In a long-term monogamous relationship eg. married, partnered",6-10 years,A little older,22,4.409090909,4,1,19,No,,3,2
Face_choice,354105538,34,Female,24.2,moremindlessviolence.html,V,3,3,1,"In a long-term monogamous relationship eg. married, partnered",11-20 years,A little older,17,3.909090909,2.333333333,1,49,No,,0,0
Face_choice,355192134,33,Female,7,moremindlessviolence.html,V,0,1,1,Single, , ,19,6.454545455,1,1,29,Yes,,0,3
Face_choice,355299760,27,Female,20.6,pongnop.html,NV,1104,4,1,"In a long-term monogamous relationship eg. married, partnered",2-5 years,About the same age,23,5.227272727,3.666666667,1,17,No,,2,1
Face_choice,358992924,45,Female,4.333333333,perfectbalance.html,NV,1996,2,1,Recently single/divorced/separated, , ,20,4.909090909,1,1,43,No,,4,5
Face_choice,370794352,30,Female,23,gunblood.html,V,69,3,1,"In a long-term monogamous relationship eg. married, partnered",2-5 years,Older,12,2.772727273,5.666666667,1,28,No,,5,1
Face_choice,371744512,24,Female,8.4,gunblood.html,V,139,4,1,"In a long-term monogamous relationship eg. married, partnered",2-5 years,About the same age,21,4.136363636,3.666666667,1,10,No,,2,0
Face_choice,382105575,36,Female,4,pongnop.html,NV,1309,6,1,"In a long-term monogamous relationship eg. married, partnered",11-20 years,About the same age,14,4.863636364,3.666666667,1,10,No,,4,3
Face_choice,394940008,32,Female,28,gunblood.html,V,66,2,1,Recently single/divorced/separated, , ,22,4.318181818,4.333333333,1,58,No,,3,3
Face_choice,398377019,40,Female,0,deanimator.html,V,1,1,1,"In a long-term monogamous relationship eg. married, partnered",11-20 years,A little older,22,6.272727273,6.666666667,1,18,No,,2,1
Face_choice,406315965,34,Female,15.66666667,moremindlessviolence.html,V,100,2,1,"In a long-term monogamous relationship eg. married, partnered",11-20 years,About the same age,22,4.772727273,3,1,22,No,,6,6
Face_choice,420330091,45,Female,19.6,deanimator.html,V,0,1,1,"In a long-term monogamous relationship eg. married, partnered",2-5 years,About the same age,23,4.454545455,6,1,11,Yes,,3,2
Face_choice,421579547,32,Female,9,perfectbalance.html,NV,100,4,1,"In a long-term monogamous relationship eg. married, partnered",6-10 years,A little older,21,3.772727273,2.666666667,2,30,Yes,,1,0
Face_choice,430272539,64,Female,5,gunblood.html,V,0,1,1,"In a long-term monogamous relationship eg. married, partnered",20+ years,Younger,19,4.045454545,2.666666667,1,23,No,,3,1
Face_choice,441157082,32,Female,0,bubbleshooter.html,NV,990,4,1,"In a long-term monogamous relationship eg. married, partnered",6-10 years,Younger,24,4.909090909,6.333333333,1,19,Yes,,3,4
Face_choice,442998323,52,Female,18.2,deanimator.html,V,0,1,1,Single, , ,20,4.227272727,4.666666667,1,41,No,,3,4
Face_choice,446464147,44,Female,3,deanimator.html,V,0,1,1,Other,20+ years,Older,19,3.272727273,1.666666667,1,27,No,,0,1
Face_choice,462634601,36,Female,22.8,gunblood.html,V,39,3,1,"In a long-term monogamous relationship eg. married, partnered",11-20 years,A little younger,27,5.818181818,2.333333333,1,36,No,,2,1
Face_choice,469306199,32,Female,13,moremindlessviolence.html,V,0,1,1,"In a long-term monogamous relationship eg. married, partnered",6-10 years,About the same age,20,4.318181818,4.333333333,2,37,No,,5,4
Face_choice,477846381,40,Female,22.4,deanimator.html,V,38,3,1,"In a long-term monogamous relationship eg. married, partnered",11-20 years,About the same age,15,2.863636364,3,5,10,No,,3,0
Face_choice,480281890,36,Female,4.666666667,gunblood.html,V,20,2,1,"In a long-term monogamous relationship eg. married, partnered",11-20 years,About the same age,20,3.318181818,1.666666667,1,20,No,,2,6
Face_choice,483482359,38,Female,8,deanimator.html,V,14,4,1,"In a long-term monogamous relationship eg. married, partnered",11-20 years,About the same age,18,3.590909091,2.333333333,1,35,Yes,,1,5
Face_choice,484348999,36,Female,0,pongnop.html,NV,0,1,1,Single, , ,19,4.363636364,3.666666667,1,60,Yes,,2,1
Face_choice,485755391,34,Female,37.33333333,bubbleshooter.html,NV,440,5,1,"In a long-term monogamous relationship eg. married, partnered",1-2 years,A little older,25,5.181818182,3.666666667,1,14,No,,0,1
Face_choice,490669824,28,Female,12,pongnop.html,NV,1098,4,1,"In a long-term monogamous relationship eg. married, partnered",6-10 years,Older,19,3.727272727,1.333333333,1,10,No,,2,4
Face_choice,491326289,28,Female,9,pongnop.html,NV,398,3,1,"In a long-term monogamous relationship eg. married, partnered",6-10 years,About the same age,18,4.909090909,2.666666667,1,36,No,,2,1
Face_choice,502711477,40,Female,15,bubbleshooter.html,NV,10460,5,1,"In a long-term monogamous relationship eg. married, partnered",2-5 years,A little younger,21,4.863636364,5,1,23,No,,4,6
Face_choice,518610783,45,Female,7,gunblood.html,V,0,1,1,"In a long-term monogamous relationship eg. married, partnered",11-20 years,About the same age,22,4.590909091,3,1,22,No,,2,4
Face_choice,520260939,39,Female,5,perfectbalance.html,NV,854,1,1,Single, , ,18,3.318181818,3.333333333,1,26,No,,2,4
Face_choice,520691301,54,Female,21,pongnop.html,NV,853,5,1,"In a long-term monogamous relationship eg. married, partnered",20+ years,About the same age,28,5.181818182,2.333333333,1,10,No,,1,5
Face_choice,528973741,39,Female,6.8,moremindlessviolence.html,V,2,2,1,Single, , ,18,3.863636364,4.666666667,1,37,No,,1,3
Face_choice,539637930,39,Female,4.333333333,bubbleshooter.html,NV,2300,3,1,Single, , ,17,4.181818182,1,1,9,No,,3,2
Face_choice,540264091,22,Female,19.6,perfectbalance.html,NV,1000,6,1,"In a long-term monogamous relationship eg. married, partnered",Under one year,Older,25,4.318181818,3.333333333,1,35,No,,2,2
Face_choice,542728818,59,Female,8.666666667,perfectbalance.html,NV,1000,2,1,"In a long-term monogamous relationship eg. married, partnered",20+ years,About the same age,17,2.954545455,2.333333333,1,27,No,,3,3
Face_choice,550749219,26,Female,13.6,perfectbalance.html,NV,983,2,1,"In a long-term monogamous relationship eg. married, partnered",2-5 years,A little older,24,4.772727273,5.333333333,1,20,No,,1,1
Face_choice,552798005,22,Female,23.4,moremindlessviolence.html,V,4,6,1,"In a long-term monogamous relationship eg. married, partnered",2-5 years,Older,22,4.681818182,1,1,28,No,,1,0
Face_choice,554046292,49,Female,7,bubbleshooter.html,NV,1000,2,1,Single, , ,12,2.772727273,1.333333333,1,26,No,,2,5
Face_choice,554591738,31,Female,5,perfectbalance.html,NV,3302,4,1,"In a long-term monogamous relationship eg. married, partnered",11-20 years,A little older,23,5.227272727,2.666666667,1,15,No,,3,6
Face_choice,564647857,40,Female,14.8,moremindlessviolence.html,V,3,2,1,"In a long-term monogamous relationship eg. married, partnered",6-10 years,About the same age,12,3.636363636,4,1,41,No,,0,0
Face_choice,566813332,46,Female,24.4,deanimator.html,V,15,1,1,"In a long-term monogamous relationship eg. married, partnered",20+ years,Older,11,2.863636364,1.333333333,1,24,No,,2,3
Face_choice,5679889,43,Female,5.8,gunblood.html,V,0,1,1,"In a long-term monogamous relationship eg. married, partnered",11-20 years,A little older,20,5.181818182,4.333333333,1,14,No,,3,3
Face_choice,576874693,23,Female,6,bubbleshooter.html,NV,799,3,1,"In a long-term monogamous relationship eg. married, partnered",2-5 years,Older,20,4.045454545,1.333333333,1,28,No,,0,2
Face_choice,589332141,32,Female,17,gunblood.html,V,16,2,1,"In a long-term monogamous relationship eg. married, partnered",6-10 years,A little younger,16,4,3,1,11,No,,3,2
Face_choice,595906783,37,Female,22,moremindlessviolence.html,V,24,4,1,Single, , ,16,3.772727273,5.666666667,2,31,No,,2,3
Face_choice,595968918,27,Female,21.8,perfectbalance.html,NV,1000,5,1,"In a long-term monogamous relationship eg. married, partnered",11-20 years,About the same age,22,3.727272727,4.333333333,1,35,No,,3,3
Face_choice,601115378,38,Female,31.5,bubbleshooter.html,NV,880,3,1,"In a long-term monogamous relationship eg. married, partnered",11-20 years,About the same age,18,4.363636364,1.333333333,1,17,No,,5,1
Face_choice,601191821,27,Female,8,moremindlessviolence.html,V,20,1,1,"In a long-term monogamous relationship eg. married, partnered",2-5 years,A little older,23,4.863636364,4,1,36,No,,1,4
Face_choice,604661422,45,Female,9.8,gunblood.html,V,23,1,1,"In a long-term monogamous relationship eg. married, partnered",6-10 years,A little older,26,4,2.333333333,1,27,No,,2,2
Face_choice,610883963,33,Female,25,bubbleshooter.html,NV,60,1,1,"In a long-term monogamous relationship eg. married, partnered",6-10 years,Older,20,3.681818182,1,1,21,No,,5,3
Face_choice,610986589,28,Female,0,pongnop.html,NV,800,4,1,"In a long-term monogamous relationship eg. married, partnered",11-20 years,About the same age,15,4.227272727,2.333333333,1,35,No,,4,5
Face_choice,617470466,35,Female,18.66666667,perfectbalance.html,NV,940,4,1,"In a long-term monogamous relationship eg. married, partnered",6-10 years,A little older,16,4.181818182,2,1,35,No,,2,3
Face_choice,625853560,31,Female,1.4,deanimator.html,V,100,6,1,"In a long-term monogamous relationship eg. married, partnered",11-20 years,A little younger,22,4.363636364,1,1,16,No,,2,4
Face_choice,627113716,21,Female,13,bubbleshooter.html,NV,12640,4,1,Single, , ,12,2.636363636,1,1,30,No,,3,4
Face_choice,644223561,42,Female,17.2,moremindlessviolence.html,V,2,3,1,Other,20+ years,About the same age,26,4.454545455,5,1,31,No,,0,2
Face_choice,644229476,33,Female,9.5,bubbleshooter.html,NV,126000,4,1,In an open relationship/casually dating,Under one year,A little older,19,4.772727273,4.666666667,1,19,No,,3,3
Face_choice,654164563,21,Female,12.2,pongnop.html,NV,921,6,1,"In a long-term monogamous relationship eg. married, partnered",2-5 years,A little older,23,3.5,2.333333333,1,40,No,,4,1
Face_choice,666820142,29,Female,7,pongnop.html,NV,1081,4,1,"In a long-term monogamous relationship eg. married, partnered",2-5 years,A little older,21,5.318181818,3.333333333,1,26,No,,4,2
Face_choice,667152585,31,Female,2.8,gunblood.html,V,0,2,1,"In a long-term monogamous relationship eg. married, partnered",6-10 years,A little older,22,4.772727273,5,1,51,No,,3,4
Face_choice,673950149,37,Female,29.66666667,deanimator.html,V,0,1,1,Recently single/divorced/separated,6-10 years,A little younger,28,6.181818182,2.333333333,2,33,No,,6,5
Face_choice,67790415,42,Female,8.8,pongnop.html,NV,445,4,1,Single, , ,25,5.681818182,2,1,74,No,,2,4
Face_choice,680467348,40,Female,14.2,pongnop.html,NV,1436,4,1,"In a long-term monogamous relationship eg. married, partnered",2-5 years,Younger,23,5.136363636,3.333333333,1,10,No,,1,0
Face_choice,686122241,38,Female,11.8,moremindlessviolence.html,V,0,1,1,"In a long-term monogamous relationship eg. married, partnered",20+ years,About the same age,16,2.909090909,1,1,11,Yes,,1,2
Face_choice,691494186,37,Female,11,moremindlessviolence.html,V,3,1,1,"In a long-term monogamous relationship eg. married, partnered",11-20 years,A little older,21,5.363636364,4,1,20,No,,0,3
Face_choice,696320798,36,Female,20.6,bubbleshooter.html,NV,1160,4,1,"In a long-term monogamous relationship eg. married, partnered",6-10 years,A little older,17,4,4.333333333,1,13,No,,0,5
Face_choice,697116191,32,Female,14.4,bubbleshooter.html,NV,8210,4,1,"In a long-term monogamous relationship eg. married, partnered",6-10 years,Older,16,4.045454545,2.333333333,2,28,No,,5,3
Face_choice,698071181,35,Female,21.2,gunblood.html,V,58,4,1,"In a long-term monogamous relationship eg. married, partnered",11-20 years,A little older,16,3.545454545,4.333333333,1,29,No,,0,0
Face_choice,700323509,59,Female,4.2,bubbleshooter.html,NV,1070,2,1,"In a long-term monogamous relationship eg. married, partnered",20+ years,Older,23,3.909090909,3.666666667,1,28,No,,1,1
Face_choice,700879914,36,Female,12,bubbleshooter.html,NV,3100,3,1,"In a long-term monogamous relationship eg. married, partnered",11-20 years,A little older,21,2.454545455,1,1,47,No,,3,2
Face_choice,701312110,38,Female,0,bubbleshooter.html,NV,50,4,1,"In a long-term monogamous relationship eg. married, partnered",2-5 years,About the same age,19,3.409090909,2.333333333,1,16,No,,1,1
Face_choice,711943726,37,Female,1.6,moremindlessviolence.html,V,15,4,1,"In a long-term monogamous relationship eg. married, partnered",11-20 years,A little younger,27,5.681818182,5.666666667,1,14,No,,2,2
Face_choice,718002529,30,Female,10.66666667,perfectbalance.html,NV,1000,4,1,"In a long-term monogamous relationship eg. married, partnered",2-5 years,A little older,24,4.5,6,1,18,No,,6,0
Face_choice,720040937,25,Female,5.333333333,perfectbalance.html,NV,900,1,1,"In a long-term monogamous relationship eg. married, partnered",6-10 years,A little older,18,2.772727273,1,1,13,No,,4,1
Face_choice,722868409,31,Female,42,deanimator.html,V,17,4,1,"In a long-term monogamous relationship eg. married, partnered",11-20 years,A little older,13,2.045454545,4,1,19,No,,0,5
Face_choice,723590799,53,Female,18.2,deanimator.html,V,7,4,1,"In a long-term monogamous relationship eg. married, partnered",20+ years,A little older,22,5.454545455,5.666666667,1,10,No,,3,5
Face_choice,725220199,25,Female,11.33333333,bubbleshooter.html,NV,4200,3,1,"In a long-term monogamous relationship eg. married, partnered",2-5 years,A little older,27,4.954545455,5.333333333,1,15,No,,2,5
Face_choice,737123978,24,Female,12.2,deanimator.html,V,5,3,2,"In a long-term monogamous relationship eg. married, partnered",2-5 years,A little older,22,4.409090909,4,1,31,No,,4,1
Face_choice,737927213,24,Female,25,bubbleshooter.html,NV,3201,2,2,In an open relationship/casually dating,Under one year,About the same age,18,3.681818182,6.666666667,2,41,No,,1,0
Face_choice,741087833,39,Female,5.6,bubbleshooter.html,NV,4260,4,2,"In a long-term monogamous relationship eg. married, partnered",11-20 years,Older,19,3.909090909,2.333333333,1,30,No,,2,6
Face_choice,744772499,35,Female,18,deanimator.html,V,23,2,2,"In a long-term monogamous relationship eg. married, partnered",6-10 years,A little older,16,3.909090909,3.666666667,1,34,No,,5,4
Face_choice,747835107,25,Female,7.6,gunblood.html,V,197,4,2,"In a long-term monogamous relationship eg. married, partnered",2-5 years,Younger,28,5.045454545,4.666666667,1,36,No,,1,3
Face_choice,749225779,50,Female,10.66666667,deanimator.html,V,41,3,2,Single, , ,25,5,5,1,29,No,,1,1
Face_choice,75084253,27,Female,0,bubbleshooter.html,NV,2000,4,2,"In a long-term monogamous relationship eg. married, partnered",2-5 years,About the same age,23,4.909090909,2.333333333,1,15,No,,3,1
Face_choice,753365616,28,Female,15.33333333,gunblood.html,V,600,4,2,"In a long-term monogamous relationship eg. married, partnered",6-10 years,About the same age,18,3.363636364,2.666666667,1,19,No,,2,5
Face_choice,755146547,23,Female,10.2,deanimator.html,V,40,4,2,Other,1-2 years,A little older,25,5.227272727,5,1,22,No,,1,2
Face_choice,755388814,30,Female,15.2,gunblood.html,V,60,2,2,"In a long-term monogamous relationship eg. married, partnered",6-10 years,Much older,15,3.227272727,2.333333333,2,37,No,,3,4
Face_choice,761223288,42,Female,19.6,deanimator.html,V,18,4,2,"In a long-term monogamous relationship eg. married, partnered",11-20 years,About the same age,16,3.727272727,1,1,10,No,,1,0
Face_choice,771929374,34,Female,28.33333333,pongnop.html,NV,1400,2,2,"In a long-term monogamous relationship eg. married, partnered",2-5 years,A little older,24,5.318181818,6,1,46,No,,1,1
Face_choice,774096439,39,Female,13.6,gunblood.html,V,20,2,2,"In a long-term monogamous relationship eg. married, partnered",11-20 years,Younger,24,5,3.666666667,1,32,No,,4,1
Face_choice,77432802,37,Female,7,perfectbalance.html,NV,4228,6,2,"In a long-term monogamous relationship eg. married, partnered",Under one year,A little older,20,4.954545455,4.333333333,1,57,No,,0,2
Face_choice,774366762,34,Female,2.4,moremindlessviolence.html,V,100,5,2,"In a long-term monogamous relationship eg. married, partnered",6-10 years,A little older,16,3.681818182,2.666666667,1,22,Yes,,2,2
Face_choice,774394597,29,Female,26,moremindlessviolence.html,V,28,4,2,"In a long-term monogamous relationship eg. married, partnered",2-5 years,Much older,20,3.409090909,5.666666667,1,12,No,,0,1
Face_choice,774861492,43,Female,9.5,gunblood.html,V,169,4,2,"In a long-term monogamous relationship eg. married, partnered",20+ years,About the same age,17,4,3.666666667,1,60,No,,2,5
Face_choice,776845819,37,Female,8.333333333,perfectbalance.html,NV,2895,4,2,Single, , ,22,5.545454545,2,1,24,No,,3,1
Face_choice,777392717,28,Female,18.8,gunblood.html,V,102,4,2,"In a long-term monogamous relationship eg. married, partnered",6-10 years,About the same age,19,4.545454545,2.666666667,1,31,No,,3,2
Face_choice,778122644,28,Female,16.8,pongnop.html,NV,652,4,2,"In a long-term monogamous relationship eg. married, partnered",2-5 years,About the same age,20,4.363636364,2.666666667,1,38,No,,2,1
Face_choice,779612533,25,Female,16.33333333,pongnop.html,NV,2500,4,2,"In a long-term monogamous relationship eg. married, partnered",2-5 years,About the same age,24,5.136363636,6.333333333,1,25,No,,2,4
Face_choice,779946398,33,Female,21.2,moremindlessviolence.html,V,1,4,2,"In a long-term monogamous relationship eg. married, partnered",2-5 years,A little older,23,4.863636364,5,1,40,No,,2,1
Face_choice,78533445,25,Female,5,pongnop.html,NV,800,6,2,"In a long-term monogamous relationship eg. married, partnered",2-5 years,A little older,20,4.954545455,3.666666667,1,35,No,,2,3
Face_choice,792629643,31,Female,26,bubbleshooter.html,NV,380,3,2,Single, , ,26,5.136363636,1,1,67,No,,2,1
Face_choice,795589609,28,Female,10.8,moremindlessviolence.html,V,19,2,2,In an open relationship/casually dating,Under one year,A little older,13,4.318181818,3.333333333,1,29,No,,1,0
Face_choice,800544130,29,Female,13.6,bubbleshooter.html,NV,3080,6,2,"In a long-term monogamous relationship eg. married, partnered",1-2 years,Much older,22,4.954545455,6.666666667,2,35,No,,1,2
Face_choice,806633750,22,Female,0,moremindlessviolence.html,V,1,1,2,"In a long-term monogamous relationship eg. married, partnered",2-5 years,About the same age,20,3.818181818,4.333333333,1,29,No,,3,2
Face_choice,811145007,36,Female,20,moremindlessviolence.html,V,1,1,2,Single, , ,19,4.409090909,2.333333333,1,26,No,,2,0
Face_choice,812088013,31,Female,9.666666667,pongnop.html,NV,750,3,3,"In a long-term monogamous relationship eg. married, partnered",11-20 years,About the same age,20,4.863636364,4.333333333,1,25,No,,2,4
Face_choice,81642401,32,Female,6.6,pongnop.html,NV,165,6,3,"In a long-term monogamous relationship eg. married, partnered",11-20 years,A little older,18,3.727272727,4,1,36,Yes,,1,2
Face_choice,81898035,31,Female,13.8,bubbleshooter.html,NV,9110,4,3,"In a long-term monogamous relationship eg. married, partnered",6-10 years,About the same age,18,5,4.333333333,1,41,No,,2,3
Face_choice,819833749,35,Female,9,moremindlessviolence.html,V,2,1,3,In an open relationship/casually dating,6-10 years,About the same age,14,4.181818182,3,3,38,Yes,,1,1
Face_choice,832670002,37,Female,15.8,bubbleshooter.html,NV,900,4,3,"In a long-term monogamous relationship eg. married, partnered",2-5 years,About the same age,18,3.318181818,3,1,28,No,,2,1
Face_choice,839773719,31,Female,16,gunblood.html,V,522,4,3,Recently single/divorced/separated,11-20 years,Much older,11,2.227272727,4.333333333,1,25,No,,1,0
Face_choice,840993132,27,Female,20.8,pongnop.html,NV,1500,6,3,"In a long-term monogamous relationship eg. married, partnered",6-10 years,A little older,21,2,4.333333333,1,32,No,,2,3
Face_choice,841334242,32,Female,6,gunblood.html,V,88,3,3,"In a long-term monogamous relationship eg. married, partnered",6-10 years,Older,23,5.272727273,1.666666667,1,47,No,,0,0
Face_choice,841971875,20,Female,20,moremindlessviolence.html,V,2,2,3,"In a long-term monogamous relationship eg. married, partnered",2-5 years,Older,23,5.545454545,5.333333333,1,39,Yes,,2,3
Face_choice,842877905,33,Female,18.8,pongnop.html,NV,870,6,3,"In a long-term monogamous relationship eg. married, partnered",2-5 years,About the same age,23,4.954545455,4,1,34,No,,0,3
Face_choice,844863929,46,Female,10.2,pongnop.html,NV,1321,4,3,"In a long-term monogamous relationship eg. married, partnered",11-20 years,A little younger,16,3.954545455,4,1,21,No,,1,3
Face_choice,85185447,35,Female,27.33333333,bubbleshooter.html,NV,1770,4,3,Single, , ,18,4.590909091,1.333333333,1,41,No,,3,0
Face_choice,85262012,20,Female,24.6,pongnop.html,NV,406,4,4,"In a long-term monogamous relationship eg. married, partnered",2-5 years,About the same age,15,3.045454545,4.333333333,1,20,No,,3,2
Face_choice,85425888,35,Female,42,bubbleshooter.html,NV,1000,4,4,"In a long-term monogamous relationship eg. married, partnered",6-10 years,A little older,20,5.227272727,2.333333333,1,27,No,,2,3
Face_choice,855044442,42,Female,16.33333333,perfectbalance.html,NV,1100,1,4,"In a long-term monogamous relationship eg. married, partnered",2-5 years,Much older,25,5.909090909,6.666666667,1,62,No,,2,3
Face_choice,855678603,24,Female,29,perfectbalance.html,NV,1003,4,4,In an open relationship/casually dating,Under one year,A little older,23,5.454545455,2.333333333,1,45,No,,2,5
Face_choice,861624921,29,Female,6,perfectbalance.html,NV,10000,4,4,"In a long-term monogamous relationship eg. married, partnered",6-10 years,About the same age,23,5.363636364,2.666666667,1,47,No,,2,3
Face_choice,862776191,36,Female,4.8,perfectbalance.html,NV,1000,2,4,"In a long-term monogamous relationship eg. married, partnered",2-5 years,About the same age,20,4.909090909,3,1,22,No,,2,2
Face_choice,864128625,25,Female,4,gunblood.html,V,32,4,4,Single, , ,8,2.545454545,4,1,54,No,,0,4
Face_choice,866633644,28,Female,22.6,gunblood.html,V,99,3,4,In an open relationship/casually dating,2-5 years,A little older,22,4.136363636,3.333333333,1,54,No,,2,1
Face_choice,872634637,30,Female,22.6,moremindlessviolence.html,V,230,4,4,Single, , ,20,6.045454545,3.666666667,1,53,No,,4,1
Face_choice,874158185,48,Female,5.6,bubbleshooter.html,NV,1800,3,4,"In a long-term monogamous relationship eg. married, partnered",6-10 years,A little younger,15,3.045454545,6,1,30,No,,1,3
Face_choice,874824922,42,Female,19,bubbleshooter.html,NV,640,6,4,Single, , ,24,4.954545455,4,1,24,No,,0,1
Face_choice,875552463,24,Female,22.8,perfectbalance.html,NV,1155,4,4,"In a long-term monogamous relationship eg. married, partnered",6-10 years,A little older,18,2.636363636,2.333333333,1,39,No,,1,1
Face_choice,876885935,44,Female,11.66666667,bubbleshooter.html,NV,1410,4,4,"In a long-term monogamous relationship eg. married, partnered",20+ years,A little older,19,4.318181818,6,1,65,No,,0,2
Face_choice,883096814,57,Female,4.2,perfectbalance.html,NV,3202,2,5,"In a long-term monogamous relationship eg. married, partnered",20+ years,A little older,18,4.181818182,5.666666667,1,29,No,,1,3
Face_choice,906699424,24,Female,26.5,perfectbalance.html,NV,3250,3,5,"In a long-term monogamous relationship eg. married, partnered",6-10 years,A little older,8,2.409090909,3,2,18,No,,2,4
Face_choice,911059967,45,Female,28.33333333,bubbleshooter.html,NV,4000,6,5,Single, , ,24,6.181818182,3.666666667,1,43,Yes,,0,0
Face_choice,912987846,23,Female,0,gunblood.html,V,85,3,5,"In a long-term monogamous relationship eg. married, partnered",1-2 years,About the same age,21,4.772727273,2,1,27,No,,3,1
Face_choice,91548905,35,Female,0,moremindlessviolence.html,V,3,4,5,Recently single/divorced/separated,Under one year,About the same age,20,5.409090909,5.333333333,1,22,No,,3,2
Face_choice,918782256,26,Female,7,bubbleshooter.html,NV,5930,5,5,In an open relationship/casually dating,Under one year,A little younger,13,4.090909091,6,1,51,No,,1,1
Face_choice,927325252,42,Female,11.6,pongnop.html,NV,1117,4,6,Single, , ,19,2.909090909,5.333333333,1,36,No,,2,2
Face_choice,928005883,25,Female,12.6,deanimator.html,V,15,4,6,"In a long-term monogamous relationship eg. married, partnered",2-5 years,A little older,24,5,5.666666667,1,47,No,,0,2
Face_choice,934875702,26,Female,14.2,deanimator.html,V,26,4,6,In an open relationship/casually dating,2-5 years,A little younger,14,3.136363636,2,1,35,No,,2,1
Face_choice,941436678,37,Female,16.5,gunblood.html,V,32,3,6,"In a long-term monogamous relationship eg. married, partnered",2-5 years,Younger,21,4.818181818,1,1,54,Yes,,5,1
Face_choice,943865766,52,Female,18.5,moremindlessviolence.html,V,30,3,6,Single, , ,18,3,1.666666667,1,26,No,,0,1
Face_choice,947672701,26,Female,18.2,moremindlessviolence.html,V,28,4,7,Single, , ,22,4.681818182,3.666666667,2,39,No,,3,2
Face_choice,949633596,49,Female,11.2,moremindlessviolence.html,V,1,1,7,"In a long-term monogamous relationship eg. married, partnered",20+ years,A little older,19,3.681818182,1,1,34,No,,0,1
Face_choice,955800971,25,Female,12.2,pongnop.html,NV,1610,5,7,Single, , ,11,2.409090909,5.333333333,1,28,No,,1,2
Face_choice,955810938,42,Female,5.6,bubbleshooter.html,NV,3120,4,7,Single, , ,22,4.454545455,4.333333333,1,20,No,,1,2
Face_choice,956256141,25,Female,0,gunblood.html,V,128,5,7,In an open relationship/casually dating,Under one year,About the same age,22,5.636363636,6.666666667,1,51,Yes,,3,3
Face_choice,958270872,35,Female,12,deanimator.html,V,30,6,7,"In a long-term monogamous relationship eg. married, partnered",1-2 years,A little younger,24,4.818181818,7,1,74,No,,1,2
Face_choice,958713019,25,Female,16.33333333,deanimator.html,V,38,5,7,"In a long-term monogamous relationship eg. married, partnered",1-2 years,Younger,23,5.545454545,6,1,55,No,,2,2
